date,sales_total,dcoilwtico,year
2015-01-07,494160.84,48.69,2015
2015-01-08,417482.7,48.8,2015
2015-01-09,439381.22,48.35,2015
2015-01-10,569956.94,48.35,2015
2015-01-11,694860.94,48.35,2015
2015-01-12,442845.53,46.06,2015
2015-01-13,393800.0,45.92,2015
2015-01-14,400923.97,48.49,2015
2015-01-15,371146.16,46.37,2015
2015-01-16,423599.94,48.49,2015
2015-01-17,621865.44,48.49,2015
2015-01-18,678277.06,48.49,2015
2015-01-19,448217.9,48.49,2015
2015-01-20,405308.78,46.79,2015
2015-01-21,413202.6,47.85,2015
2015-01-22,364862.53,45.93,2015
2015-01-23,416937.2,45.26,2015
2015-01-24,588849.9,45.26,2015
2015-01-25,631623.94,45.26,2015
2015-01-26,410009.62,44.8,2015
2015-01-27,360009.84,45.84,2015
2015-01-28,376935.9,44.08,2015
2015-01-29,343062.16,44.12,2015
2015-01-30,435899.66,47.79,2015
2015-01-31,656205.8,47.79,2015
2015-02-01,815294.5,47.79,2015
2015-02-02,538301.9,49.25,2015
2015-02-03,475249.84,53.04,2015
2015-02-04,451923.16,48.45,2015
2015-02-05,407491.97,50.48,2015
2015-02-06,437147.53,51.66,2015
2015-02-07,599911.6,51.66,2015
2015-02-08,622994.25,51.66,2015
2015-02-09,458002.16,52.99,2015
2015-02-10,400826.0,50.06,2015
2015-02-11,400115.34,48.8,2015
2015-02-12,384963.16,51.17,2015
2015-02-13,493265.47,52.66,2015
2015-02-14,562855.06,52.66,2015
2015-02-15,434886.66,52.66,2015
2015-02-16,420740.9,52.66,2015
2015-02-17,483088.12,53.56,2015
2015-02-18,497499.06,52.13,2015
2015-02-19,436360.9,51.12,2015
2015-02-20,483681.0,49.95,2015
2015-02-21,572753.06,49.95,2015
2015-02-22,691339.06,49.95,2015
2015-02-23,443349.9,49.56,2015
2015-02-24,407890.28,48.48,2015
2015-02-25,395774.97,50.25,2015
2015-02-26,354938.22,47.65,2015
2015-02-27,436488.44,49.84,2015
2015-02-28,635263.4,49.84,2015
2015-03-01,820435.0,49.84,2015
2015-03-02,546037.8,49.59,2015
2015-03-03,492365.25,50.43,2015
2015-03-04,483330.56,51.53,2015
2015-03-05,428599.8,50.76,2015
2015-03-06,463723.97,49.61,2015
2015-03-07,657377.2,49.61,2015
2015-03-08,659563.44,49.61,2015
2015-03-09,480371.94,49.95,2015
2015-03-10,457881.75,48.42,2015
2015-03-11,425617.72,48.06,2015
2015-03-12,382588.66,47.12,2015
2015-03-13,434806.0,44.88,2015
2015-03-14,616609.75,44.88,2015
2015-03-15,662700.9,44.88,2015
2015-03-16,466598.44,43.93,2015
2015-03-17,415359.53,43.39,2015
2015-03-18,398630.0,44.63,2015
2015-03-19,373324.38,44.02,2015
2015-03-20,467687.94,46.0,2015
2015-03-21,624099.25,46.0,2015
2015-03-22,646466.4,46.0,2015
2015-03-23,462664.25,47.4,2015
2015-03-24,407369.72,47.03,2015
2015-03-25,408258.2,48.75,2015
2015-03-26,367006.97,51.41,2015
2015-03-27,436906.6,48.83,2015
2015-03-28,589854.7,48.83,2015
2015-03-29,641213.75,48.83,2015
2015-03-30,437878.84,48.66,2015
2015-03-31,443278.9,47.72,2015
2015-04-01,557223.2,50.12,2015
2015-04-02,524588.9,49.13,2015
2015-04-03,510296.78,49.13,2015
2015-04-04,653894.2,49.13,2015
2015-04-05,659669.56,49.13,2015
2015-04-06,519734.8,52.08,2015
2015-04-07,464788.22,53.95,2015
2015-04-08,461140.22,50.44,2015
2015-04-09,398718.3,50.79,2015
2015-04-10,445869.3,51.63,2015
2015-04-11,610603.0,51.63,2015
2015-04-12,659939.0,51.63,2015
2015-04-13,453724.75,51.95,2015
2015-04-14,403623.4,53.3,2015
2015-04-15,438106.28,56.25,2015
2015-04-16,418643.2,56.69,2015
2015-04-17,456303.25,55.71,2015
2015-04-18,629155.7,55.71,2015
2015-04-19,684544.94,55.71,2015
2015-04-20,481694.78,56.37,2015
2015-04-21,426018.3,55.58,2015
2015-04-22,421108.22,56.17,2015
2015-04-23,392147.03,56.59,2015
2015-04-24,437625.5,55.98,2015
2015-04-25,588781.5,55.98,2015
2015-04-26,625901.0,55.98,2015
2015-04-27,425049.16,55.56,2015
2015-04-28,374839.2,57.05,2015
2015-04-29,398724.34,58.55,2015
2015-04-30,432612.16,59.62,2015
2015-05-01,674509.4,59.1,2015
2015-05-02,711052.25,59.1,2015
2015-05-03,742887.8,59.1,2015
2015-05-04,556245.1,58.92,2015
2015-05-05,509493.22,60.38,2015
2015-05-06,504999.56,60.93,2015
2015-05-07,444082.3,58.99,2015
2015-05-08,481304.22,59.41,2015
2015-05-09,706705.44,59.41,2015
2015-05-10,558062.25,59.41,2015
2015-05-11,524864.06,59.23,2015
2015-05-12,452162.88,60.72,2015
2015-05-13,446915.62,60.5,2015
2015-05-14,395609.66,59.89,2015
2015-05-15,483535.53,59.73,2015
2015-05-16,709798.56,59.73,2015
2015-05-17,798186.1,59.73,2015
2015-05-18,496595.0,59.44,2015
2015-05-19,446375.5,57.3,2015
2015-05-20,466238.62,58.96,2015
2015-05-21,417006.12,60.18,2015
2015-05-22,458727.9,58.88,2015
2015-05-23,658882.94,58.88,2015
2015-05-24,738068.44,58.88,2015
2015-05-25,534802.8,58.88,2015
2015-05-26,463132.4,57.29,2015
2015-05-27,481804.97,57.51,2015
2015-05-28,428506.88,57.69,2015
2015-05-29,560519.5,60.25,2015
2015-05-30,855728.3,60.25,2015
2015-05-31,1.02356475e+06,60.25,2015
2015-06-01,812081.2,60.24,2015
2015-06-02,753430.6,61.3,2015
2015-06-03,747929.44,59.67,2015
2015-06-04,608994.6,58.0,2015
2015-06-05,657675.1,59.11,2015
2015-06-06,904437.25,59.11,2015
2015-06-07,1.0706959e+06,59.11,2015
2015-06-08,696952.8,58.15,2015
2015-06-09,623725.1,60.15,2015
2015-06-10,641435.4,61.36,2015
2015-06-11,510019.16,60.74,2015
2015-06-12,606616.0,59.96,2015
2015-06-13,840727.75,59.96,2015
2015-06-14,967745.75,59.96,2015
2015-06-15,666557.1,59.53,2015
2015-06-16,672637.8,60.01,2015
2015-06-17,677171.2,59.89,2015
2015-06-18,556155.06,60.41,2015
2015-06-19,659233.56,59.62,2015
2015-06-20,936951.6,59.62,2015
2015-06-21,790568.44,59.62,2015
2015-06-22,701208.25,60.01,2015
2015-06-23,640322.3,61.05,2015
2015-06-24,643411.7,60.01,2015
2015-06-25,518700.97,59.59,2015
2015-06-26,593299.44,59.41,2015
2015-06-27,831492.44,59.41,2015
2015-06-28,976563.56,59.41,2015
2015-06-29,639072.2,58.34,2015
2015-06-30,669548.44,59.48,2015
2015-07-01,885953.2,56.94,2015
2015-07-02,705642.3,56.93,2015
2015-07-03,772773.4,56.93,2015
2015-07-04,1.0185418e+06,56.93,2015
2015-07-05,982427.7,56.93,2015
2015-07-06,754949.7,52.48,2015
2015-07-07,654821.06,52.33,2015
2015-07-08,732992.1,51.61,2015
2015-07-09,605032.5,52.76,2015
2015-07-10,643986.4,52.74,2015
2015-07-11,794984.7,52.74,2015
2015-07-12,898731.94,52.74,2015
2015-07-13,647967.06,52.19,2015
2015-07-14,601452.25,53.05,2015
2015-07-15,664505.1,51.4,2015
2015-07-16,584042.75,50.9,2015
2015-07-17,653452.2,50.88,2015
2015-07-18,826353.3,50.88,2015
2015-07-19,894707.3,50.88,2015
2015-07-20,685961.25,50.11,2015
2015-07-21,607836.5,50.59,2015
2015-07-22,631385.44,49.27,2015
2015-07-23,541511.44,48.11,2015
2015-07-24,635244.25,47.98,2015
2015-07-25,797427.5,47.98,2015
2015-07-26,875032.06,47.98,2015
2015-07-27,652999.2,47.17,2015
2015-07-28,594977.7,47.97,2015
2015-07-29,625450.0,48.77,2015
2015-07-30,543393.56,48.53,2015
2015-07-31,695083.44,47.11,2015
2015-08-01,1.0448948e+06,47.11,2015
2015-08-02,1.0434955e+06,47.11,2015
2015-08-03,811119.8,45.25,2015
2015-08-04,726613.4,45.75,2015
2015-08-05,724346.56,45.13,2015
2015-08-06,583375.2,44.69,2015
2015-08-07,663326.5,43.87,2015
2015-08-08,784099.2,43.87,2015
2015-08-09,679410.1,43.87,2015
2015-08-10,785477.94,44.94,2015
2015-08-11,668280.4,43.11,2015
2015-08-12,678064.75,43.22,2015
2015-08-13,557859.5,42.27,2015
2015-08-14,734484.2,42.45,2015
2015-08-15,936339.0,42.45,2015
2015-08-16,913846.6,42.45,2015
2015-08-17,694747.2,41.93,2015
2015-08-18,629475.6,42.58,2015
2015-08-19,653733.4,40.75,2015
2015-08-20,569443.7,41.0,2015
2015-08-21,653281.2,40.45,2015
2015-08-22,803270.2,40.45,2015
2015-08-23,865755.4,40.45,2015
2015-08-24,681576.0,38.22,2015
2015-08-25,624698.3,39.15,2015
2015-08-26,640076.0,38.5,2015
2015-08-27,548043.3,42.47,2015
2015-08-28,635737.25,45.29,2015
2015-08-29,876953.1,45.29,2015
2015-08-30,975697.6,45.29,2015
2015-08-31,776152.56,49.2,2015
2015-09-01,906550.0,45.38,2015
2015-09-02,879033.06,46.3,2015
2015-09-03,707093.06,46.75,2015
2015-09-04,736395.3,46.02,2015
2015-09-05,1.0528684e+06,46.02,2015
2015-09-06,1.1476426e+06,46.02,2015
2015-09-07,767382.75,46.02,2015
2015-09-08,677312.25,45.92,2015
2015-09-09,705633.5,44.13,2015
2015-09-10,577743.8,45.85,2015
2015-09-11,651330.2,44.75,2015
2015-09-12,921524.44,44.75,2015
2015-09-13,1.0233453e+06,44.75,2015
2015-09-14,688405.2,44.07,2015
2015-09-15,682134.4,44.58,2015
2015-09-16,742089.7,47.12,2015
2015-09-17,593577.8,46.93,2015
2015-09-18,653805.9,44.71,2015
2015-09-19,935893.5,44.71,2015
2015-09-20,1.0375329e+06,44.71,2015
2015-09-21,717725.4,46.67,2015
2015-09-22,641914.75,46.17,2015
2015-09-23,690419.75,44.53,2015
2015-09-24,557321.6,44.94,2015
2015-09-25,646083.9,45.55,2015
2015-09-26,890486.06,45.55,2015
2015-09-27,1.01806294e+06,45.55,2015
2015-09-28,671261.06,44.4,2015
2015-09-29,609130.7,45.24,2015
2015-09-30,711182.56,45.06,2015
2015-10-01,796340.9,44.75,2015
2015-10-02,830719.4,45.54,2015
2015-10-03,1.1793761e+06,45.54,2015
2015-10-04,1.2341309e+06,45.54,2015
2015-10-05,809524.8,46.28,2015
2015-10-06,696169.25,48.53,2015
2015-10-07,720562.3,47.86,2015
2015-10-08,603066.0,49.46,2015
2015-10-09,873934.75,49.67,2015
2015-10-10,867557.0,49.67,2015
2015-10-11,973329.2,49.67,2015
2015-10-12,721634.56,47.09,2015
2015-10-13,585141.56,46.7,2015
2015-10-14,688198.1,46.63,2015
2015-10-15,577952.2,46.38,2015
2015-10-16,693829.4,47.3,2015
2015-10-17,958052.94,47.3,2015
2015-10-18,1.0714771e+06,47.3,2015
2015-10-19,699259.5,45.91,2015
2015-10-20,660308.4,45.84,2015
2015-10-21,672847.4,45.22,2015
2015-10-22,547020.06,44.9,2015
2015-10-23,639040.6,43.91,2015
2015-10-24,859950.7,43.91,2015
2015-10-25,1.0187831e+06,43.91,2015
2015-10-26,649914.4,43.19,2015
2015-10-27,587066.1,43.21,2015
2015-10-28,599388.1,45.93,2015
2015-10-29,511860.06,46.02,2015
2015-10-30,635875.9,46.6,2015
2015-10-31,915956.9,46.6,2015
2015-11-01,819250.4,46.6,2015
2015-11-02,762549.8,46.12,2015
2015-11-03,1.0334391e+06,47.88,2015
2015-11-04,855494.44,46.32,2015
2015-11-05,649662.7,45.27,2015
2015-11-06,671145.8,44.32,2015
2015-11-07,929723.4,44.32,2015
2015-11-08,1.077362e+06,44.32,2015
2015-11-09,683644.9,43.87,2015
2015-11-10,623529.2,44.23,2015
2015-11-11,689746.2,42.95,2015
2015-11-12,506937.66,41.74,2015
2015-11-13,626674.0,40.69,2015
2015-11-14,867597.3,40.69,2015
2015-11-15,1.0561595e+06,40.69,2015
2015-11-16,716508.7,41.68,2015
2015-11-17,618920.0,40.73,2015
2015-11-18,683954.2,40.75,2015
2015-11-19,560452.56,40.55,2015
2015-11-20,665619.7,39.39,2015
2015-11-21,863726.9,39.39,2015
2015-11-22,1.0158443e+06,39.39,2015
2015-11-23,696685.44,39.27,2015
2015-11-24,612710.2,40.89,2015
2015-11-25,658917.8,41.22,2015
2015-11-26,530358.3,41.22,2015
2015-11-27,645087.06,40.57,2015
2015-11-28,850596.0,40.57,2015
2015-11-29,1.0706198e+06,40.57,2015
2015-11-30,762036.1,40.43,2015
2015-12-01,857620.94,40.58,2015
2015-12-02,867269.56,39.93,2015
2015-12-03,676883.0,41.08,2015
2015-12-04,749354.1,40.0,2015
2015-12-05,966202.4,40.0,2015
2015-12-06,1.1431194e+06,40.0,2015
2015-12-07,822334.7,37.64,2015
2015-12-08,712569.2,37.46,2015
2015-12-09,747893.8,37.16,2015
2015-12-10,657427.2,36.76,2015
2015-12-11,708392.8,35.65,2015
2015-12-12,915667.9,35.65,2015
2015-12-13,1.0594254e+06,35.65,2015
2015-12-14,811613.75,36.31,2015
2015-12-15,779809.94,37.32,2015
2015-12-16,859930.25,35.55,2015
2015-12-17,809809.75,34.98,2015
2015-12-18,893569.9,34.72,2015
2015-12-19,1.0955235e+06,34.72,2015
2015-12-20,1.175417e+06,34.72,2015
2015-12-21,1.0728875e+06,34.55,2015
2015-12-22,1.1418619e+06,36.12,2015
2015-12-23,1.196146e+06,36.76,2015
2015-12-24,1.0836804e+06,37.62,2015
2015-12-26,946725.2,37.62,2015
2015-12-27,837714.1,37.62,2015
2015-12-28,789684.94,36.36,2015
2015-12-29,870762.0,37.88,2015
2015-12-30,1.03004375e+06,36.59,2015
2015-12-31,964641.56,37.13,2015
2016-01-01,16433.395,37.13,2016
2016-01-02,1.0666774e+06,37.13,2016
2016-01-03,1.2267358e+06,37.13,2016
2016-01-04,955956.9,36.81,2016
2016-01-05,835320.44,35.97,2016
2016-01-06,821685.7,33.97,2016
2016-01-07,653504.4,33.29,2016
2016-01-08,713608.3,33.2,2016
2016-01-09,989209.44,33.2,2016
2016-01-10,1.0946939e+06,33.2,2016
2016-01-11,705495.25,31.42,2016
2016-01-12,647058.44,30.42,2016
2016-01-13,660045.3,30.42,2016
2016-01-14,561972.6,31.22,2016
2016-01-15,671027.1,29.45,2016
2016-01-16,959827.1,29.45,2016
2016-01-17,1.0579974e+06,29.45,2016
2016-01-18,709784.25,29.45,2016
2016-01-19,630929.75,28.47,2016
2016-01-20,738744.0,26.68,2016
2016-01-21,552820.75,29.55,2016
2016-01-22,648431.44,32.07,2016
2016-01-23,906754.8,32.07,2016
2016-01-24,980927.75,32.07,2016
2016-01-25,658090.7,30.31,2016
2016-01-26,609465.8,29.54,2016
2016-01-27,647254.7,32.32,2016
2016-01-28,533709.9,33.21,2016
2016-01-29,660492.75,33.66,2016
2016-01-30,969938.4,33.66,2016
2016-01-31,1.0932112e+06,33.66,2016
2016-02-01,872063.3,31.62,2016
2016-02-02,765233.2,29.9,2016
2016-02-03,772360.94,32.29,2016
2016-02-04,650328.2,31.63,2016
2016-02-05,768586.5,30.86,2016
2016-02-06,941954.06,30.86,2016
2016-02-07,697791.6,30.86,2016
2016-02-08,636542.7,29.71,2016
2016-02-09,746939.6,27.96,2016
2016-02-10,790988.7,27.54,2016
2016-02-11,646376.4,26.19,2016
2016-02-12,698152.06,29.32,2016
2016-02-13,859023.0,29.32,2016
2016-02-14,940214.5,29.32,2016
2016-02-15,746671.3,29.32,2016
2016-02-16,719111.9,29.05,2016
2016-02-17,723794.75,30.68,2016
2016-02-18,570072.7,30.77,2016
2016-02-19,672510.1,29.59,2016
2016-02-20,883790.2,29.59,2016
2016-02-21,991384.25,29.59,2016
2016-02-22,698907.6,31.37,2016
2016-02-23,641329.06,31.84,2016
2016-02-24,675573.4,30.35,2016
2016-02-25,557959.3,31.4,2016
2016-02-26,641922.8,31.65,2016
2016-02-27,916704.06,31.65,2016
2016-02-28,994502.75,31.65,2016
2016-02-29,726619.75,32.74,2016
2016-03-01,897927.6,34.39,2016
2016-03-02,878452.4,34.57,2016
2016-03-03,671564.75,34.56,2016
2016-03-04,747546.8,35.91,2016
2016-03-05,1.0286207e+06,35.91,2016
2016-03-06,1.0789585e+06,35.91,2016
2016-03-07,738126.5,37.9,2016
2016-03-08,642291.4,36.67,2016
2016-03-09,694645.9,37.62,2016
2016-03-10,572491.9,37.77,2016
2016-03-11,664893.5,38.51,2016
2016-03-12,898101.1,38.51,2016
2016-03-13,954980.3,38.51,2016
2016-03-14,668066.4,37.2,2016
2016-03-15,668186.7,36.32,2016
2016-03-16,739805.4,38.43,2016
2016-03-17,580452.5,40.17,2016
2016-03-18,666756.8,39.47,2016
2016-03-19,895038.5,39.47,2016
2016-03-20,929605.56,39.47,2016
2016-03-21,690469.8,39.91,2016
2016-03-22,622695.8,41.45,2016
2016-03-23,714881.2,38.28,2016
2016-03-24,660489.9,38.14,2016
2016-03-25,633524.2,38.14,2016
2016-03-26,800133.5,38.14,2016
2016-03-27,833336.06,38.14,2016
2016-03-28,661057.9,37.99,2016
2016-03-29,621166.06,36.91,2016
2016-03-30,660139.0,36.91,2016
2016-03-31,617374.3,36.94,2016
2016-04-01,872467.3,35.36,2016
2016-04-02,1.1508246e+06,35.36,2016
2016-04-03,1.2669082e+06,35.36,2016
2016-04-04,795237.2,34.3,2016
2016-04-05,725750.1,34.52,2016
2016-04-06,744784.8,37.74,2016
2016-04-07,587939.7,37.3,2016
2016-04-08,689727.2,39.74,2016
2016-04-09,927981.4,39.74,2016
2016-04-10,1.00887675e+06,39.74,2016
2016-04-11,665348.94,40.46,2016
2016-04-12,651657.06,42.12,2016
2016-04-13,672611.5,41.7,2016
2016-04-14,546785.2,41.45,2016
2016-04-15,667606.3,40.4,2016
2016-04-16,862121.5,40.4,2016
2016-04-17,1.2718338e+06,40.4,2016
2016-04-18,1.3459206e+06,39.74,2016
2016-04-19,1.1520892e+06,40.88,2016
2016-04-20,1.0624262e+06,42.72,2016
2016-04-21,1.00107975e+06,43.18,2016
2016-04-22,857059.25,42.76,2016
2016-04-23,1.0221431e+06,42.76,2016
2016-04-24,1.03936994e+06,42.76,2016
2016-04-25,680000.75,41.67,2016
2016-04-26,704799.44,42.52,2016
2016-04-27,670288.1,45.29,2016
2016-04-28,543339.9,46.03,2016
2016-04-29,708711.44,45.98,2016
2016-04-30,1.0673358e+06,45.98,2016
2016-05-01,1.2701212e+06,45.98,2016
2016-05-02,973985.7,44.75,2016
2016-05-03,792205.56,43.65,2016
2016-05-04,798654.44,43.77,2016
2016-05-05,648701.6,44.33,2016
2016-05-06,761422.5,44.58,2016
2016-05-07,1.0711928e+06,44.58,2016
2016-05-08,820824.6,44.58,2016
2016-05-09,771767.6,43.45,2016
2016-05-10,693010.5,44.68,2016
2016-05-11,727543.44,46.21,2016
2016-05-12,603394.2,46.64,2016
2016-05-13,666833.9,46.22,2016
2016-05-14,932869.5,46.22,2016
2016-05-15,1.0703316e+06,46.22,2016
2016-05-16,748112.7,47.72,2016
2016-05-17,661930.8,48.29,2016
2016-05-18,671232.94,48.12,2016
2016-05-19,581470.56,48.16,2016
2016-05-20,706024.06,47.67,2016
2016-05-21,910757.2,47.67,2016
2016-05-22,1.0306716e+06,47.67,2016
2016-05-23,695004.7,48.12,2016
2016-05-24,606377.2,48.04,2016
2016-05-25,637512.06,49.1,2016
2016-05-26,571968.6,49.0,2016
2016-05-27,852689.25,49.36,2016
2016-05-28,816187.25,49.36,2016
2016-05-29,959853.7,49.36,2016
2016-05-30,752452.44,49.36,2016
2016-05-31,974328.0,49.1,2016
2016-06-01,811525.3,49.07,2016
2016-06-02,694535.94,49.14,2016
2016-06-03,742363.06,48.69,2016
2016-06-04,1.0119966e+06,48.69,2016
2016-06-05,1.1237344e+06,48.69,2016
2016-06-06,729894.25,49.71,2016
2016-06-07,658714.6,50.37,2016
2016-06-08,696747.56,51.23,2016
2016-06-09,547139.6,50.52,2016
2016-06-10,637354.3,49.09,2016
2016-06-11,845838.2,49.09,2016
2016-06-12,947479.75,49.09,2016
2016-06-13,685382.2,48.89,2016
2016-06-14,622267.75,48.49,2016
2016-06-15,708327.6,47.92,2016
2016-06-16,620526.25,46.14,2016
2016-06-17,737897.44,48.0,2016
2016-06-18,972971.1,48.0,2016
2016-06-19,837363.0,48.0,2016
2016-06-20,735754.4,49.4,2016
2016-06-21,679248.0,48.95,2016
2016-06-22,677730.6,49.16,2016
2016-06-23,559653.3,49.34,2016
2016-06-24,641812.7,46.7,2016
2016-06-25,860296.8,46.7,2016
2016-06-26,954344.7,46.7,2016
2016-06-27,684735.6,45.8,2016
2016-06-28,596948.94,47.93,2016
2016-06-29,632489.5,49.85,2016
2016-06-30,554144.9,48.27,2016
2016-07-01,857027.56,49.02,2016
2016-07-02,1.0784851e+06,49.02,2016
2016-07-03,1.1267138e+06,49.02,2016
2016-07-04,850891.6,49.02,2016
2016-07-05,728011.56,46.73,2016
2016-07-06,752110.94,47.37,2016
2016-07-07,591702.75,45.22,2016
2016-07-08,688563.4,45.37,2016
2016-07-09,868260.0,45.37,2016
2016-07-10,932486.3,45.37,2016
2016-07-11,688436.1,44.73,2016
2016-07-12,627039.75,46.82,2016
2016-07-13,642494.4,44.87,2016
2016-07-14,535124.3,45.64,2016
2016-07-15,675032.44,45.93,2016
2016-07-16,887192.9,45.93,2016
2016-07-17,932586.7,45.93,2016
2016-07-18,702619.75,45.23,2016
2016-07-19,633176.3,44.64,2016
2016-07-20,686848.9,44.96,2016
2016-07-21,578823.7,43.96,2016
2016-07-22,646633.6,43.41,2016
2016-07-23,822292.5,43.41,2016
2016-07-24,847867.7,43.41,2016
2016-07-25,697383.6,42.4,2016
2016-07-26,622771.94,42.16,2016
2016-07-27,651122.0,41.9,2016
2016-07-28,533256.25,41.13,2016
2016-07-29,669585.8,41.54,2016
2016-07-30,910213.9,41.54,2016
2016-07-31,997916.94,41.54,2016
2016-08-01,895580.4,40.05,2016
2016-08-02,777592.8,39.5,2016
2016-08-03,779844.8,40.8,2016
2016-08-04,622883.1,41.92,2016
2016-08-05,704092.75,41.83,2016
2016-08-06,858903.2,41.83,2016
2016-08-07,904321.44,41.83,2016
2016-08-08,715195.56,43.06,2016
2016-08-09,635539.0,42.78,2016
2016-08-10,658457.44,41.75,2016
2016-08-11,596729.25,43.51,2016
2016-08-12,745662.5,44.47,2016
2016-08-13,714905.94,44.47,2016
2016-08-14,761826.1,44.47,2016
2016-08-15,720032.3,45.72,2016
2016-08-16,718671.6,46.57,2016
2016-08-17,725945.7,46.81,2016
2016-08-18,577350.5,48.2,2016
2016-08-19,678767.1,48.48,2016
2016-08-20,828986.3,48.48,2016
2016-08-21,901870.1,48.48,2016
2016-08-22,714866.25,46.8,2016
2016-08-23,660820.0,47.54,2016
2016-08-24,674613.06,46.29,2016
2016-08-25,554421.5,46.97,2016
2016-08-26,646698.25,47.64,2016
2016-08-27,791047.56,47.64,2016
2016-08-28,858802.44,47.64,2016
2016-08-29,671845.75,46.97,2016
2016-08-30,624711.3,46.32,2016
2016-08-31,731430.1,44.68,2016
2016-09-01,718105.56,43.17,2016
2016-09-02,837129.56,44.39,2016
2016-09-03,1.0575812e+06,44.39,2016
2016-09-04,1.1099859e+06,44.39,2016
2016-09-05,813763.3,44.39,2016
2016-09-06,751583.0,44.85,2016
2016-09-07,738543.94,45.47,2016
2016-09-08,595849.3,47.63,2016
2016-09-09,658969.0,45.88,2016
2016-09-10,915938.56,45.88,2016
2016-09-11,1.01736925e+06,45.88,2016
2016-09-12,678776.44,46.28,2016
2016-09-13,603427.94,44.91,2016
2016-09-14,624262.06,43.62,2016
2016-09-15,568324.8,43.85,2016
2016-09-16,691912.6,43.04,2016
2016-09-17,899219.3,43.04,2016
2016-09-18,1.0186627e+06,43.04,2016
2016-09-19,681159.3,43.34,2016
2016-09-20,650980.3,43.85,2016
2016-09-21,666928.4,45.33,2016
2016-09-22,533276.3,46.1,2016
2016-09-23,663686.0,44.36,2016
2016-09-24,861830.4,44.36,2016
2016-09-25,952352.56,44.36,2016
2016-09-26,664217.44,45.6,2016
2016-09-27,587908.3,44.65,2016
2016-09-28,631761.2,47.07,2016
2016-09-29,520744.94,47.72,2016
2016-09-30,703198.5,47.72,2016
2016-10-01,1.1750336e+06,47.72,2016
2016-10-02,1.2564801e+06,47.72,2016
2016-10-03,833060.56,48.8,2016
2016-10-04,724113.1,48.67,2016
2016-10-05,749712.3,49.75,2016
2016-10-06,581429.3,50.44,2016
2016-10-07,797612.25,49.76,2016
2016-10-08,932551.7,49.76,2016
2016-10-09,1.0882515e+06,49.76,2016
2016-10-10,725312.9,49.76,2016
2016-10-11,625272.0,50.72,2016
2016-10-12,665126.06,50.14,2016
2016-10-13,558859.9,50.47,2016
2016-10-14,667954.2,50.35,2016
2016-10-15,890613.56,50.35,2016
2016-10-16,1.1045048e+06,50.35,2016
2016-10-17,710456.44,49.97,2016
2016-10-18,630638.56,50.3,2016
2016-10-19,647823.44,51.59,2016
2016-10-20,583001.25,50.31,2016
2016-10-21,669453.56,50.61,2016
2016-10-22,843626.44,50.61,2016
2016-10-23,1.0229537e+06,50.61,2016
2016-10-24,668507.6,50.18,2016
2016-10-25,610590.9,49.45,2016
2016-10-26,633413.9,48.75,2016
2016-10-27,544361.5,49.71,2016
2016-10-28,638838.25,48.72,2016
2016-10-29,841074.7,48.72,2016
2016-10-30,954838.2,48.72,2016
2016-10-31,654923.5,46.83,2016
2016-11-01,811832.44,46.66,2016
2016-11-02,969033.6,45.32,2016
2016-11-03,793811.7,44.66,2016
2016-11-04,858468.2,44.07,2016
2016-11-05,887751.3,44.07,2016
2016-11-06,1.1403671e+06,44.07,2016
2016-11-07,849451.06,44.88,2016
2016-11-08,767439.6,44.96,2016
2016-11-09,790276.8,45.2,2016
2016-11-10,588241.75,44.62,2016
2016-11-11,713396.44,43.39,2016
2016-11-12,929802.75,43.39,2016
2016-11-13,1.1889822e+06,43.39,2016
2016-11-14,735723.2,43.29,2016
2016-11-15,691801.6,45.86,2016
2016-11-16,830431.75,45.56,2016
2016-11-17,615228.25,45.37,2016
2016-11-18,738265.56,45.69,2016
2016-11-19,935656.0,45.69,2016
2016-11-20,1.125179e+06,45.69,2016
2016-11-21,773762.3,47.48,2016
2016-11-22,690281.25,48.07,2016
2016-11-23,753685.06,46.72,2016
2016-11-24,595457.3,46.72,2016
2016-11-25,737819.5,46.72,2016
2016-11-26,908066.8,46.72,2016
2016-11-27,1.0567216e+06,46.72,2016
2016-11-28,752583.75,45.66,2016
2016-11-29,645760.5,45.29,2016
2016-11-30,767361.7,49.41,2016
2016-12-01,843603.3,51.08,2016
2016-12-02,853454.94,51.7,2016
2016-12-03,1.1134406e+06,51.7,2016
2016-12-04,1.276195e+06,51.7,2016
2016-12-05,896824.94,51.72,2016
2016-12-06,932546.4,50.95,2016
2016-12-07,867653.75,49.85,2016
2016-12-08,674077.4,50.84,2016
2016-12-09,774941.94,51.51,2016
2016-12-10,920050.75,51.51,2016
2016-12-11,1.1193242e+06,51.51,2016
2016-12-12,844251.7,52.74,2016
2016-12-13,747161.6,52.99,2016
2016-12-14,829763.25,51.01,2016
2016-12-15,747641.2,50.9,2016
2016-12-16,918899.8,51.93,2016
2016-12-17,1.0716556e+06,51.93,2016
2016-12-18,1.2604719e+06,51.93,2016
2016-12-19,1.0282428e+06,52.13,2016
2016-12-20,1.0804024e+06,52.22,2016
2016-12-21,1.1813074e+06,51.44,2016
2016-12-22,1.1358494e+06,51.98,2016
2016-12-23,1.2821455e+06,52.01,2016
2016-12-24,1.2468379e+06,52.01,2016
2016-12-26,1.03277075e+06,52.01,2016
2016-12-27,842475.5,52.82,2016
