date,store_nbr,sales_total,transactions
2013-05-20,29,0.0,
2013-05-20,30,2835.373,680.0
2013-05-20,31,6122.7153,1199.0
2013-05-20,32,3064.814,714.0
2013-05-20,33,5307.5747,1161.0
2013-05-20,34,6840.907,2254.0
2013-05-20,35,2632.803,526.0
2013-05-20,36,5937.173,1046.0
2013-05-20,37,7491.297,1356.0
2013-05-20,38,5874.9263,1504.0
2013-05-20,39,5949.6763,1251.0
2013-05-20,40,6261.87,1299.0
2013-05-20,41,3474.268,756.0
2013-05-20,42,0.0,
2013-05-20,43,6161.368,1232.0
2013-05-20,44,18731.988,3695.0
2013-05-20,45,15976.703,3211.0
2013-05-20,46,13623.19,3131.0
2013-05-20,47,15047.669,3261.0
2013-05-20,48,10672.293,2457.0
2013-05-20,49,8743.577,1685.0
2013-05-20,50,9955.614,2310.0
2013-05-20,51,10951.229,1506.0
2013-05-20,52,0.0,
2013-05-20,53,0.0,
2013-05-20,54,4205.179,839.0
2013-05-21,1,4932.974,1692.0
2013-05-21,2,6037.9263,1753.0
2013-05-21,3,12833.607,2640.0
2013-05-21,4,5356.534,1275.0
2013-05-21,5,5161.0,1298.0
2013-05-21,6,6517.276,1438.0
2013-05-21,7,8818.129,1711.0
2013-05-21,8,8293.154,2552.0
2013-05-21,9,8984.697,2039.0
2013-05-21,10,3510.595,992.0
2013-05-21,11,8422.106,2055.0
2013-05-21,12,4601.91,1186.0
2013-05-21,13,3908.82,900.0
2013-05-21,14,4317.681,1425.0
2013-05-21,15,4640.746,1427.0
2013-05-21,16,5140.099,955.0
2013-05-21,17,5562.104,1206.0
2013-05-21,18,5187.6,1419.0
2013-05-21,19,3899.994,1078.0
2013-05-21,20,0.0,
2013-05-21,21,0.0,
2013-05-21,22,0.0,
2013-05-21,23,6093.595,1048.0
2013-05-21,24,8350.362,2332.0
2013-05-21,25,2370.492,560.0
2013-05-21,26,2805.697,652.0
2013-05-21,27,4865.177,995.0
2013-05-21,28,5354.0073,1028.0
2013-05-21,29,0.0,
2013-05-21,30,2697.793,730.0
2013-05-21,31,5614.2607,1186.0
2013-05-21,32,2429.054,669.0
2013-05-21,33,5355.715,1133.0
2013-05-21,34,6552.496,2082.0
2013-05-21,35,1857.974,504.0
2013-05-21,36,5638.916,1081.0
2013-05-21,37,7202.15,1424.0
2013-05-21,38,5630.436,1482.0
2013-05-21,39,6358.462,1280.0
2013-05-21,40,5161.9043,1227.0
2013-05-21,41,3481.613,758.0
2013-05-21,42,0.0,
2013-05-21,43,4662.916,1158.0
2013-05-21,44,25091.309,3507.0
2013-05-21,45,12502.181,2922.0
2013-05-21,46,10785.504,2655.0
2013-05-21,47,12281.064,2950.0
2013-05-21,48,8337.84,2167.0
2013-05-21,49,7485.193,1588.0
2013-05-21,50,8352.826,2153.0
2013-05-21,51,10278.759,1547.0
2013-05-21,52,0.0,
2013-05-21,53,0.0,
2013-05-21,54,3453.751,742.0
2013-05-22,1,5896.853,1865.0
2013-05-22,2,6642.774,1856.0
2013-05-22,3,13900.119,2844.0
2013-05-22,4,5259.092,1358.0
2013-05-22,5,5472.497,1374.0
2013-05-22,6,6844.182,1618.0
2013-05-22,7,9603.297,1815.0
2013-05-22,8,9094.133,2660.0
2013-05-22,9,6676.345,1763.0
2013-05-22,10,3666.935,946.0
2013-05-22,11,8549.793,2115.0
2013-05-22,12,4210.736,1220.0
2013-05-22,13,3763.282,879.0
2013-05-22,14,4082.157,1435.0
2013-05-22,15,4755.365,1431.0
2013-05-22,16,3604.493,794.0
2013-05-22,17,5241.003,1139.0
2013-05-22,18,4542.039,1309.0
2013-05-22,19,4040.139,1155.0
2013-05-22,20,0.0,
2013-05-22,21,0.0,
2013-05-22,22,0.0,
2013-05-22,23,4250.178,1167.0
2013-05-22,24,10874.086,2546.0
2013-05-22,25,3206.404,652.0
2013-05-22,26,3040.863,700.0
2013-05-22,27,5258.829,1133.0
2013-05-22,28,3948.119,828.0
2013-05-22,29,0.0,
2013-05-22,30,2183.456,630.0
2013-05-22,31,3987.017,998.0
2013-05-22,32,2005.248,581.0
2013-05-22,33,4384.397,946.0
2013-05-22,34,5757.119,1963.0
2013-05-22,35,1527.114,409.0
2013-05-22,36,4442.578,861.0
2013-05-22,37,7879.839,1546.0
2013-05-22,38,6248.726,1547.0
2013-05-22,39,4689.811,1176.0
2013-05-22,40,3720.646,998.0
2013-05-22,41,3573.7852,754.0
2013-05-22,42,0.0,
2013-05-22,43,3950.199,1045.0
2013-05-22,44,19134.037,3969.0
2013-05-22,45,15760.925,3142.0
2013-05-22,46,11847.447,2917.0
2013-05-22,47,13129.667,3183.0
2013-05-22,48,8342.206,2241.0
2013-05-22,49,8579.22,1744.0
2013-05-22,50,9647.535,2228.0
2013-05-22,51,12456.722,1667.0
2013-05-22,52,0.0,
2013-05-22,53,0.0,
2013-05-22,54,2114.076,616.0
2013-05-23,1,5426.1147,1753.0
2013-05-23,2,5616.766,1691.0
2013-05-23,3,12861.605,2666.0
2013-05-23,4,5926.138,1380.0
2013-05-23,5,6222.878,1352.0
2013-05-23,6,6589.497,1600.0
2013-05-23,7,8765.691,1792.0
2013-05-23,8,8350.429,2593.0
2013-05-23,9,7645.889,1981.0
2013-05-23,10,3396.145,960.0
2013-05-23,11,10004.76,2162.0
2013-05-23,12,3860.879,1337.0
2013-05-23,13,3156.886,820.0
2013-05-23,14,4303.93,1428.0
2013-05-23,15,4624.779,1365.0
2013-05-23,16,3733.991,817.0
2013-05-23,17,4917.524,1098.0
2013-05-23,18,4809.05,1361.0
2013-05-23,19,3538.484,1002.0
2013-05-23,20,0.0,
2013-05-23,21,0.0,
2013-05-23,22,0.0,
2013-05-23,23,4553.339,1141.0
2013-05-23,24,8802.277,2201.0
2013-05-23,25,4145.959,806.0
2013-05-23,26,2739.144,638.0
2013-05-23,27,3607.282,861.0
2013-05-23,28,3767.824,797.0
2013-05-23,29,0.0,
2013-05-23,30,2209.35,671.0
2013-05-23,31,4704.976,1088.0
2013-05-23,32,1837.43,570.0
2013-05-23,33,4054.231,931.0
2013-05-23,34,6898.84,2297.0
2013-05-23,35,2143.081,508.0
2013-05-23,36,5499.463,1005.0
2013-05-23,37,7048.464,1459.0
2013-05-23,38,5315.976,1415.0
2013-05-23,39,5767.059,1304.0
2013-05-23,40,3712.929,977.0
2013-05-23,41,3073.448,678.0
2013-05-23,42,0.0,
2013-05-23,43,5324.563,1089.0
2013-05-23,44,15289.211,3675.0
2013-05-23,45,12490.339,3032.0
2013-05-23,46,10729.301,2825.0
2013-05-23,47,12008.938,3013.0
2013-05-23,48,8964.469,2307.0
2013-05-23,49,8188.32,1768.0
2013-05-23,50,9303.166,2370.0
2013-05-23,51,10063.537,1540.0
2013-05-23,52,0.0,
2013-05-23,53,0.0,
2013-05-23,54,3266.706,719.0
2013-05-24,1,2195.219,496.0
2013-05-24,2,7398.859,1824.0
2013-05-24,3,17894.523,2937.0
2013-05-24,4,6876.525,1449.0
2013-05-24,5,7170.174,1343.0
2013-05-24,6,10195.601,1907.0
2013-05-24,7,7947.051,1506.0
2013-05-24,8,9964.53,2336.0
2013-05-24,9,9664.24,2069.0
2013-05-24,10,3581.2969,836.0
2013-05-24,11,12230.083,2410.0
2013-05-24,12,4252.94,1121.0
2013-05-24,13,4510.098,946.0
2013-05-24,14,4330.054,1219.0
2013-05-24,15,4496.589,1193.0
2013-05-24,16,4788.48,985.0
2013-05-24,17,5641.824,1233.0
2013-05-24,18,4839.117,1088.0
2013-05-24,19,4452.87,1105.0
2013-05-24,20,0.0,
2013-05-24,21,0.0,
2013-05-24,22,0.0,
2013-05-24,23,4759.354,1110.0
2013-05-24,24,9810.454,2145.0
2013-05-24,25,11260.544,1767.0
2013-05-24,26,4743.449,973.0
2013-05-24,27,8783.443,1630.0
2013-05-24,28,8155.972,1133.0
2013-05-24,29,0.0,
2013-05-24,30,3169.482,607.0
2013-05-24,31,5989.94,1169.0
2013-05-24,32,2670.4858,697.0
2013-05-24,33,4819.148,885.0
2013-05-24,34,7504.752,2415.0
2013-05-24,35,3115.725,656.0
2013-05-24,36,7032.392,1300.0
2013-05-24,37,8154.6333,1390.0
2013-05-24,38,8036.959,2011.0
2013-05-24,39,6479.265,1312.0
2013-05-24,40,4470.356,849.0
2013-05-24,41,5645.766,940.0
2013-05-24,42,0.0,
2013-05-24,43,6164.078,1332.0
2013-05-24,44,23864.535,4013.0
2013-05-24,45,23363.43,4000.0
2013-05-24,46,20339.873,4025.0
2013-05-24,47,21224.197,3893.0
2013-05-24,48,12896.449,2741.0
2013-05-24,49,11912.325,2231.0
2013-05-24,50,12585.958,3026.0
2013-05-24,51,14647.822,1906.0
2013-05-24,52,0.0,
2013-05-24,53,0.0,
2013-05-24,54,4358.38,786.0
2013-05-25,1,4255.778,1107.0
2013-05-25,2,7955.8066,1840.0
2013-05-25,3,17790.953,3142.0
2013-05-25,4,7627.087,1530.0
2013-05-25,5,7012.4487,1505.0
2013-05-25,6,10245.968,1915.0
2013-05-25,7,7595.242,1617.0
2013-05-25,8,12100.449,2632.0
2013-05-25,9,11005.993,2272.0
2013-05-25,10,5388.548,1243.0
2013-05-25,11,11341.506,2478.0
2013-05-25,12,5336.971,1252.0
2013-05-25,13,5688.673,1229.0
2013-05-25,14,7299.6567,1851.0
2013-05-25,15,6074.118,1464.0
2013-05-25,16,6037.454,1029.0
2013-05-25,17,7869.172,1505.0
2013-05-25,18,5784.838,1092.0
2013-05-25,19,7890.226,1853.0
2013-05-25,20,0.0,
2013-05-25,21,0.0,
2013-05-25,22,0.0,
2013-05-25,23,7012.302,1097.0
2013-05-25,24,10243.814,2130.0
2013-05-25,25,6176.245,1525.0
2013-05-25,26,4329.181,931.0
2013-05-25,27,7714.584,1453.0
2013-05-25,28,6561.5093,1225.0
2013-05-25,29,0.0,
2013-05-25,30,2671.758,677.0
2013-05-25,31,6976.6147,1382.0
2013-05-25,32,2387.866,741.0
2013-05-25,33,7033.928,1261.0
2013-05-25,34,7530.579,2278.0
2013-05-25,35,2986.833,677.0
2013-05-25,36,6604.375,1312.0
2013-05-25,37,6604.253,1387.0
2013-05-25,38,7809.366,2059.0
2013-05-25,39,6882.266,1488.0
2013-05-25,40,6078.148,1131.0
2013-05-25,41,5207.583,1024.0
2013-05-25,42,0.0,
2013-05-25,43,5926.435,1215.0
2013-05-25,44,23364.94,4116.0
2013-05-25,45,22091.178,3903.0
2013-05-25,46,20841.57,4101.0
2013-05-25,47,21279.58,4120.0
2013-05-25,48,16784.648,3382.0
2013-05-25,49,11691.33,2279.0
2013-05-25,50,12918.49,3040.0
2013-05-25,51,12734.214,1764.0
2013-05-25,52,0.0,
2013-05-25,53,0.0,
2013-05-25,54,5185.663,976.0
2013-05-26,1,1621.783,411.0
2013-05-26,2,8298.853,1656.0
2013-05-26,3,19025.434,3012.0
2013-05-26,4,8818.743,1553.0
2013-05-26,5,8968.12,1489.0
2013-05-26,6,11983.195,1897.0
2013-05-26,7,6890.8633,1247.0
2013-05-26,8,11802.244,2421.0
2013-05-26,9,12690.213,2155.0
2013-05-26,10,4673.823,968.0
2013-05-26,11,12568.268,2472.0
2013-05-26,12,4871.065,1216.0
2013-05-26,13,3818.579,987.0
2013-05-26,14,4420.787,1128.0
2013-05-26,15,4959.324,1144.0
2013-05-26,16,7623.111,1201.0
2013-05-26,17,7196.749,1398.0
2013-05-26,18,6717.427,1183.0
2013-05-26,19,4415.889,1134.0
2013-05-26,20,0.0,
2013-05-26,21,0.0,
2013-05-26,22,0.0,
2013-05-26,23,4885.058,1114.0
2013-05-26,24,10093.1,1913.0
2013-05-26,25,3064.307,710.0
2013-05-26,26,5486.567,1043.0
2013-05-26,27,10420.055,1600.0
2013-05-26,28,10058.412,1500.0
2013-05-26,29,0.0,
2013-05-26,30,3155.288,622.0
2013-05-26,31,7767.474,1359.0
2013-05-26,32,3286.135,761.0
2013-05-26,33,8074.748,1290.0
2013-05-26,34,8356.823,2364.0
2013-05-26,35,2796.717,637.0
2013-05-26,36,8602.41,1512.0
2013-05-26,37,6490.6597,1113.0
2013-05-26,38,8951.848,2163.0
2013-05-26,39,8652.349,1551.0
2013-05-26,40,6548.267,1105.0
2013-05-26,41,7259.906,1155.0
2013-05-26,42,0.0,
2013-05-26,43,7521.146,1229.0
2013-05-26,44,25866.678,4039.0
2013-05-26,45,24722.242,3930.0
2013-05-26,46,23168.127,4266.0
2013-05-26,47,23395.117,4106.0
2013-05-26,48,21592.965,3882.0
2013-05-26,49,13384.396,2227.0
2013-05-26,50,13781.685,2965.0
2013-05-26,51,13960.093,1683.0
2013-05-26,52,0.0,
2013-05-26,53,0.0,
2013-05-26,54,7924.357,1358.0
2013-05-27,1,5194.109,1748.0
2013-05-27,2,6066.557,1695.0
2013-05-27,3,14787.66,2750.0
2013-05-27,4,5995.799,1331.0
2013-05-27,5,6432.23,1531.0
2013-05-27,6,8165.467,1500.0
2013-05-27,7,9100.163,1783.0
2013-05-27,8,9000.742,2628.0
2013-05-27,9,8338.926,1911.0
2013-05-27,10,4342.435,1072.0
2013-05-27,11,10301.322,2117.0
2013-05-27,12,4353.496,1260.0
2013-05-27,13,4320.527,883.0
2013-05-27,14,5558.588,1583.0
2013-05-27,15,6072.288,1555.0
2013-05-27,16,4872.502,935.0
2013-05-27,17,6694.299,1295.0
2013-05-27,18,4624.256,1372.0
2013-05-27,19,4490.519,1188.0
2013-05-27,20,0.0,
2013-05-27,21,0.0,
2013-05-27,22,0.0,
2013-05-27,23,4528.1133,1087.0
2013-05-27,24,8917.118,2351.0
2013-05-27,25,2319.898,583.0
2013-05-27,26,2678.67,653.0
2013-05-27,27,5899.947,1096.0
2013-05-27,28,4691.512,905.0
2013-05-27,29,0.0,
2013-05-27,30,3729.705,631.0
2013-05-27,31,5553.803,1114.0
2013-05-27,32,2438.0781,679.0
2013-05-27,33,5186.25,1138.0
2013-05-27,34,6274.333,2141.0
2013-05-27,35,2385.291,529.0
2013-05-27,36,4963.113,960.0
2013-05-27,37,6836.872,1365.0
2013-05-27,38,6106.167,1526.0
2013-05-27,39,5651.301,1263.0
2013-05-27,40,5772.137,1267.0
2013-05-27,41,3409.676,722.0
2013-05-27,42,0.0,
2013-05-27,43,5335.974,1233.0
2013-05-27,44,16393.95,3455.0
2013-05-27,45,14774.918,2961.0
2013-05-27,46,12012.17,2769.0
2013-05-27,47,13643.309,2982.0
2013-05-27,48,9619.442,2284.0
2013-05-27,49,9480.402,1686.0
2013-05-27,50,9467.096,2271.0
2013-05-27,51,11220.433,1545.0
2013-05-27,52,0.0,
2013-05-27,53,0.0,
2013-05-27,54,3629.269,811.0
2013-05-28,1,5133.557,1787.0
2013-05-28,2,5732.517,1758.0
2013-05-28,3,13241.603,2736.0
2013-05-28,4,5182.319,1299.0
2013-05-28,5,5387.11,1349.0
2013-05-28,6,7464.203,1587.0
2013-05-28,7,8031.65,1695.0
2013-05-28,8,8811.079,2672.0
2013-05-28,9,8240.924,1886.0
2013-05-28,10,3854.564,1166.0
2013-05-28,11,8499.681,2171.0
2013-05-28,12,5034.401,1169.0
2013-05-28,13,4289.67,926.0
2013-05-28,14,4808.062,1513.0
2013-05-28,15,4965.901,1392.0
2013-05-28,16,4698.768,1016.0
2013-05-28,17,6023.9062,1280.0
2013-05-28,18,4792.732,1401.0
2013-05-28,19,4091.167,1107.0
2013-05-28,20,0.0,
2013-05-28,21,0.0,
2013-05-28,22,0.0,
2013-05-28,23,8402.351,1135.0
2013-05-28,24,8610.27,2293.0
2013-05-28,25,2137.54,555.0
2013-05-28,26,2749.04,659.0
2013-05-28,27,5984.141,1123.0
2013-05-28,28,5418.254,1064.0
2013-05-28,29,0.0,
2013-05-28,30,2939.801,770.0
2013-05-28,31,6843.169,1315.0
2013-05-28,32,2555.787,720.0
2013-05-28,33,5501.348,1176.0
2013-05-28,34,6602.821,2250.0
2013-05-28,35,1772.458,486.0
2013-05-28,36,5495.493,1070.0
2013-05-28,37,6791.372,1404.0
2013-05-28,38,5437.922,1403.0
2013-05-28,39,6167.0312,1348.0
2013-05-28,40,4929.869,1218.0
2013-05-28,41,3513.668,775.0
2013-05-28,42,0.0,
2013-05-28,43,5033.253,1182.0
2013-05-28,44,15671.846,3407.0
2013-05-28,45,12585.041,2712.0
2013-05-28,46,10965.577,2687.0
2013-05-28,47,12344.397,2928.0
2013-05-28,48,9053.842,2155.0
2013-05-28,49,7412.172,1557.0
2013-05-28,50,9597.894,2166.0
2013-05-28,51,10711.888,1479.0
2013-05-28,52,0.0,
2013-05-28,53,0.0,
2013-05-28,54,3817.111,854.0
2013-05-29,1,6685.573,1815.0
2013-05-29,2,6564.329,1790.0
2013-05-29,3,15947.647,2879.0
2013-05-29,4,6049.984,1462.0
2013-05-29,5,6275.039,1447.0
2013-05-29,6,7992.273,1712.0
2013-05-29,7,9014.933,1773.0
2013-05-29,8,9896.074,2782.0
2013-05-29,9,6952.939,1818.0
2013-05-29,10,2906.509,925.0
2013-05-29,11,9442.146,2081.0
2013-05-29,12,4228.749,1209.0
2013-05-29,13,3880.712,941.0
2013-05-29,14,4410.4272,1501.0
2013-05-29,15,4496.149,1351.0
2013-05-29,16,4067.913,940.0
2013-05-29,17,5298.292,1182.0
2013-05-29,18,3932.64,1302.0
2013-05-29,19,3960.071,1175.0
2013-05-29,20,0.0,
2013-05-29,21,0.0,
2013-05-29,22,0.0,
2013-05-29,23,5145.5103,1172.0
2013-05-29,24,10350.163,2642.0
2013-05-29,25,2799.649,695.0
2013-05-29,26,3415.501,776.0
2013-05-29,27,5588.37,1211.0
2013-05-29,28,4673.3853,1125.0
2013-05-29,29,0.0,
2013-05-29,30,2311.36,752.0
2013-05-29,31,4751.933,1221.0
2013-05-29,32,2176.323,730.0
2013-05-29,33,4569.48,1196.0
2013-05-29,34,5867.503,2240.0
2013-05-29,35,1588.933,480.0
2013-05-29,36,5029.283,1062.0
2013-05-29,37,7733.311,1517.0
2013-05-29,38,5717.194,1443.0
2013-05-29,39,4777.528,1212.0
2013-05-29,40,4176.352,1099.0
2013-05-29,41,3297.174,805.0
2013-05-29,42,0.0,
2013-05-29,43,4133.332,1092.0
2013-05-29,44,18342.31,3702.0
2013-05-29,45,13675.148,2978.0
2013-05-29,46,11758.443,2819.0
2013-05-29,47,12846.218,3141.0
2013-05-29,48,8329.627,2199.0
2013-05-29,49,8344.398,1724.0
2013-05-29,50,9695.403,2303.0
2013-05-29,51,13004.874,1794.0
2013-05-29,52,0.0,
2013-05-29,53,0.0,
2013-05-29,54,3232.276,755.0
2013-05-30,1,4949.255,1737.0
2013-05-30,2,5924.012,1779.0
2013-05-30,3,13468.695,2818.0
2013-05-30,4,5618.474,1391.0
2013-05-30,5,5877.916,1462.0
2013-05-30,6,7306.993,1669.0
2013-05-30,7,8193.622,1817.0
2013-05-30,8,8311.979,2633.0
2013-05-30,9,9606.019,2161.0
2013-05-30,10,3487.41,1023.0
2013-05-30,11,9972.067,2356.0
2013-05-30,12,4466.927,1295.0
2013-05-30,13,3972.49,930.0
2013-05-30,14,4727.545,1568.0
2013-05-30,15,4892.953,1390.0
2013-05-30,16,4047.92,1075.0
2013-05-30,17,6228.661,1328.0
2013-05-30,18,4582.102,1483.0
2013-05-30,19,5253.286,1199.0
2013-05-30,20,0.0,
2013-05-30,21,0.0,
2013-05-30,22,0.0,
2013-05-30,23,4719.056,1168.0
2013-05-30,24,8856.051,2506.0
2013-05-30,25,2502.393,603.0
2013-05-30,26,3621.925,875.0
2013-05-30,27,5548.748,1293.0
2013-05-30,28,6483.818,1372.0
2013-05-30,29,0.0,
2013-05-30,30,3171.661,973.0
2013-05-30,31,5228.274,1347.0
2013-05-30,32,3266.147,1111.0
2013-05-30,33,4670.268,1180.0
2013-05-30,34,6545.791,2534.0
2013-05-30,35,1918.478,527.0
2013-05-30,36,5383.191,1216.0
2013-05-30,37,6362.668,1370.0
2013-05-30,38,5619.083,1504.0
2013-05-30,39,5305.021,1301.0
2013-05-30,40,4829.912,1223.0
2013-05-30,41,3473.019,817.0
2013-05-30,42,0.0,
2013-05-30,43,5548.779,1260.0
2013-05-30,44,14867.072,3572.0
2013-05-30,45,12368.919,2894.0
2013-05-30,46,11056.232,2968.0
2013-05-30,47,11804.996,3216.0
2013-05-30,48,8861.785,2379.0
2013-05-30,49,7638.111,1730.0
2013-05-30,50,9817.591,2401.0
2013-05-30,51,10099.294,1657.0
2013-05-30,52,0.0,
2013-05-30,53,0.0,
2013-05-30,54,3888.239,941.0
2013-05-31,1,6155.9883,1818.0
2013-05-31,2,6972.13,1848.0
2013-05-31,3,14237.608,3015.0
2013-05-31,4,6176.7837,1461.0
2013-05-31,5,5396.724,1420.0
2013-05-31,6,7846.114,1702.0
2013-05-31,7,8862.68,1897.0
2013-05-31,8,10922.73,2864.0
2013-05-31,9,8970.138,2072.0
2013-05-31,10,3496.161,1014.0
2013-05-31,11,11236.8,2278.0
2013-05-31,12,4100.069,1261.0
2013-05-31,13,3988.869,942.0
2013-05-31,14,4612.734,1395.0
2013-05-31,15,5175.917,1390.0
2013-05-31,16,3552.626,868.0
2013-05-31,17,5034.387,1139.0
2013-05-31,18,4161.695,1319.0
2013-05-31,19,3583.5469,1056.0
2013-05-31,20,0.0,
2013-05-31,21,0.0,
2013-05-31,22,0.0,
2013-05-31,23,4573.006,1197.0
2013-05-31,24,10025.353,2565.0
2013-05-31,25,2821.902,711.0
2013-05-31,26,3716.786,777.0
2013-05-31,27,5350.011,1056.0
2013-05-31,28,4503.254,1033.0
2013-05-31,29,0.0,
2013-05-31,30,2488.423,746.0
2013-05-31,31,4542.846,1143.0
2013-05-31,32,2492.355,781.0
2013-05-31,33,4260.106,1010.0
2013-05-31,34,7618.4497,2489.0
2013-05-31,35,1943.209,515.0
2013-05-31,36,4810.832,1049.0
2013-05-31,37,6881.981,1383.0
2013-05-31,38,6587.865,1579.0
2013-05-31,39,5965.957,1304.0
2013-05-31,40,4104.835,1089.0
2013-05-31,41,3801.683,799.0
2013-05-31,42,0.0,
2013-05-31,43,5285.3447,1375.0
2013-05-31,44,19986.795,3886.0
2013-05-31,45,17910.734,3446.0
2013-05-31,46,14181.796,3212.0
2013-05-31,47,14591.344,3369.0
2013-05-31,48,11968.388,2617.0
2013-05-31,49,9296.75,1961.0
2013-05-31,50,10228.694,2546.0
2013-05-31,51,12693.538,1736.0
2013-05-31,52,0.0,
2013-05-31,53,0.0,
2013-05-31,54,3141.9,788.0
2013-06-01,1,6180.505,1357.0
2013-06-01,2,10286.549,2052.0
2013-06-01,3,24278.361,3589.0
2013-06-01,4,10833.962,1822.0
2013-06-01,5,10104.946,1831.0
2013-06-01,6,13849.695,2143.0
2013-06-01,7,9198.497,1765.0
2013-06-01,8,15200.064,3097.0
2013-06-01,9,18549.182,3058.0
2013-06-01,10,7304.587,1436.0
2013-06-01,11,17683.164,3224.0
2013-06-01,12,6156.176,1360.0
2013-06-01,13,7865.177,1382.0
2013-06-01,14,8360.232,2085.0
2013-06-01,15,7458.147,1666.0
2013-06-01,16,7365.1157,1288.0
2013-06-01,17,8945.266,1604.0
2013-06-01,18,7350.057,1503.0
2013-06-01,19,8222.284,2009.0
2013-06-01,20,0.0,
2013-06-01,21,0.0,
2013-06-01,22,0.0,
2013-06-01,23,11058.534,1287.0
2013-06-01,24,14761.081,2837.0
2013-06-01,25,4460.978,947.0
2013-06-01,26,8147.248,1369.0
2013-06-01,27,8717.803,1511.0
2013-06-01,28,9735.893,1660.0
2013-06-01,29,0.0,
2013-06-01,30,3863.964,940.0
2013-06-01,31,9797.836,1715.0
2013-06-01,32,3348.6912,1022.0
2013-06-01,33,8951.206,1657.0
2013-06-01,34,10496.812,3077.0
2013-06-01,35,3366.645,782.0
2013-06-01,36,8989.911,1457.0
2013-06-01,37,12039.938,1702.0
2013-06-01,38,11510.518,2494.0
2013-06-01,39,10080.827,1993.0
2013-06-01,40,8147.0938,1399.0
2013-06-01,41,6918.46,1077.0
2013-06-01,42,0.0,
2013-06-01,43,6187.112,1412.0
2013-06-01,44,33549.188,5168.0
2013-06-01,45,30180.19,4384.0
2013-06-01,46,28280.062,4878.0
2013-06-01,47,25774.424,4575.0
2013-06-01,48,26601.172,4323.0
2013-06-01,49,14956.1455,2707.0
2013-06-01,50,17431.322,3721.0
2013-06-01,51,18472.898,2147.0
2013-06-01,52,0.0,
2013-06-01,53,0.0,
2013-06-01,54,5883.898,1228.0
2013-06-02,1,1729.61,430.0
2013-06-02,2,13052.243,2067.0
2013-06-02,3,30344.174,3632.0
2013-06-02,4,12704.074,1898.0
2013-06-02,5,12154.577,1852.0
2013-06-02,6,17389.6,2247.0
2013-06-02,7,10596.657,1607.0
2013-06-02,8,15899.938,2742.0
2013-06-02,9,20217.191,2876.0
2013-06-02,10,7075.932,1269.0
2013-06-02,11,19177.72,3051.0
2013-06-02,12,7205.487,1427.0
2013-06-02,13,4967.688,1081.0
2013-06-02,14,5290.2397,1239.0
2013-06-02,15,6751.344,1322.0
2013-06-02,16,11001.94,1503.0
2013-06-02,17,9089.349,1484.0
2013-06-02,18,10242.86,1585.0
2013-06-02,19,5644.207,1246.0
2013-06-02,20,0.0,
2013-06-02,21,0.0,
2013-06-02,22,0.0,
2013-06-02,23,6370.559,1251.0
2013-06-02,24,12979.555,2210.0
2013-06-02,25,3319.189,619.0
2013-06-02,26,8901.501,1200.0
2013-06-02,27,14067.213,1807.0
2013-06-02,28,14309.48,2030.0
2013-06-02,29,0.0,
2013-06-02,30,4246.553,924.0
2013-06-02,31,12853.002,1985.0
2013-06-02,32,4368.916,1081.0
2013-06-02,33,9756.511,1648.0
2013-06-02,34,10355.108,2903.0
2013-06-02,35,3624.049,743.0
2013-06-02,36,9918.3125,1741.0
2013-06-02,37,10932.685,1427.0
2013-06-02,38,12824.24,2558.0
2013-06-02,39,12566.142,1884.0
2013-06-02,40,8858.712,1460.0
2013-06-02,41,9653.831,1367.0
2013-06-02,42,0.0,
2013-06-02,43,8218.786,1414.0
2013-06-02,44,34257.965,4566.0
2013-06-02,45,35777.246,4480.0
2013-06-02,46,33828.008,5049.0
2013-06-02,47,36599.645,5168.0
2013-06-02,48,33189.86,4263.0
2013-06-02,49,19038.242,2699.0
2013-06-02,50,18224.53,3512.0
2013-06-02,51,20018.74,2044.0
2013-06-02,52,0.0,
2013-06-02,53,0.0,
2013-06-02,54,8105.081,1427.0
2013-06-03,1,6302.145,1882.0
2013-06-03,2,8149.628,1801.0
2013-06-03,3,18568.41,3151.0
2013-06-03,4,7390.617,1467.0
2013-06-03,5,8055.507,1630.0
2013-06-03,6,11249.631,1791.0
2013-06-03,7,10592.472,1910.0
2013-06-03,8,11984.718,2891.0
2013-06-03,9,13429.289,2355.0
2013-06-03,10,6067.861,1206.0
2013-06-03,11,15091.243,2635.0
2013-06-03,12,6029.617,1361.0
2013-06-03,13,5888.725,1035.0
2013-06-03,14,6876.299,1728.0
2013-06-03,15,6951.746,1599.0
2013-06-03,16,6211.701,1014.0
2013-06-03,17,8089.347,1459.0
2013-06-03,18,6113.758,1455.0
2013-06-03,19,4775.282,1241.0
2013-06-03,20,0.0,
2013-06-03,21,0.0,
2013-06-03,22,0.0,
2013-06-03,23,5289.456,1148.0
2013-06-03,24,9661.81,2503.0
2013-06-03,25,2692.449,567.0
2013-06-03,26,4539.828,838.0
2013-06-03,27,6869.251,1193.0
2013-06-03,28,7265.255,1091.0
2013-06-03,29,0.0,
2013-06-03,30,3144.497,676.0
2013-06-03,31,6587.165,1261.0
2013-06-03,32,3851.527,816.0
2013-06-03,33,6745.52,1248.0
2013-06-03,34,7766.474,2400.0
2013-06-03,35,3038.43,541.0
2013-06-03,36,5470.853,934.0
2013-06-03,37,10023.087,1448.0
2013-06-03,38,7446.753,1642.0
